Kapiti_F,Kapiti_D,Kapiti_S,Maunga_F,Maunga_D,Maunga_S,Rotok_F,Rotok_D,Rotok_S,Tiri_F,Tiri_D,Tiri_S,Karori_F,Karori_D,Karori_S,Bushy_F,Bushy_D,Bushy_S,Bushy_a,Bushy_b,Bushy_T,Karori_a,Karori_b,Karori_T,Maunga_a,Maunga_b,Maunga_T,Rotok_a,Rotok_b,Rotok_T,Tiri_a,Tiri_b,Tiri_T
41,1.315,0.9765,73,0.6121,0.651458643,26,1.379,1.908,,,,32,0.5136,0.7562,23,-0.01092,0.5862,0.7402,-2.872,0.5,-0.6765,-0.2431,0.27,0.2822,-1.309,0.58,0.3544,-2.23,0.2186,,,
51,1.296,0.9746,71,0.8171,0.651458643,25,1.427,1.935,,,,35,0.5761,0.6116,22,-0.04298,0.5417,0.8226,-2.784,0.5,-0.6765,-0.2431,0.27,0.3248,-1.398,0.58,0.3122,-2.085,0.2183,,,
40,1.296,0.8793,70,0.8171,0.651458643,23,1.526,1.67,,,,32,0.5761,0.587,17,-0.02335,0.5754,0.7818,-2.497,0.5,-0.7063,-0.3639,0.27,0.3248,-1.398,0.58,0.3781,-2.145,0.2176,,,
37,1.364,0.9395,66,0.5779,1.016994761,23,1.291,1.634,,,,32,0.575,0.7297,20,-0.03556,0.621,0.8662,-2.457,0.5,-0.6992,-0.4539,0.27,0.3639,-1.375,0.58,0.3116,-2.083,0.2196,,,
43,1.313,0.6962,66,-0.4024,0.8758504,24,1.278,1.258,,,,30,0.575,0.7175,21,-0.1041,0.6184,0.8019,-2.136,0.5,-0.69,-0.4162,0.27,0.4608,-1.395,0.58,0.2877,-2.033,0.2198,,,
38,1.344,0.9209,50,-0.4024,0.896576808,24,1.059,1.819,,,,40,0.575,0.7109,19,-0.2231,0.8146,0.8097,-2.201,0.5,-0.69,-0.4162,0.27,0.3764,-1.437,0.58,0.1533,-2.272,0.2126,,,
35,1.344,1.315,47,-0.4024,0.585796424,23,1.067,1.853,,,,45,0.575,0.8177,17,-0.2404,0.6164,0.8097,-2.201,0.5,-0.69,-0.4162,0.27,0.4821,-1.629,0.58,0.117,-2.151,0.2198,,,
44,1.344,0.8306,59,0.6784,0.105591883,24,1.217,1.889,,,,41,0.7624,0.8405,19,-0.2306,0.5905,0.8984,-2.163,0.5,-0.672,-0.4042,0.27,0.4663,-1.476,0.58,0.117,-2.151,0.2198,,,
37,1.377,1.093,53,0.3886,0.313986335,23,1.006,1.661,,,,37,0.6371,0.6419,19,-0.01346,0.6007,0.7978,-1.895,0.5,-0.6921,-0.404,0.27,0.4663,-1.476,0.58,0.1078,-2.17,0.2243,,,
37,1.243,1.085,53,0.3886,0.361021149,24,1.096,1.576,,,,40,0.7958,0.9535,19,-0.01346,0.5899,0.7978,-1.895,0.5,-0.7039,-0.424,0.27,0.4663,-1.476,0.58,0.1083,-2.325,0.2252,,,
38,1.205,0.983,52,0.3886,0.571081083,20,1.096,1.65,,,,40,0.7958,0.7942,20,0.07969,0.6295,0.745,-2.23,0.5,-0.7212,-0.3266,0.27,0.3906,-1.478,0.58,0.1083,-2.325,0.2252,,,
35,1.205,1.142,57,0.3886,0.571081083,21,0.9686,1.639,,,,36,0.7294,0.6786,12,0.06354,0.6499,0.7778,-2.385,0.5,-0.761,-0.2909,0.27,0.402,-1.541,0.58,0.06115,-1.682,0.1905,,,
32,1.275,1.155,52,0.3886,0.571081083,21,1.193,1.679,,,,39,0.7294,0.7918,13,0.04447,0.5827,0.6773,-2.479,0.5,-0.7708,-0.06758,0.27,0.4094,-1.577,0.58,0.06115,-1.682,0.1905,,,
35,1.341,0.8434,45,0.3886,0.571081083,22,1.193,1.409,,,,37,0.7294,0.6337,16,0.05112,0.5391,0.6773,-2.479,0.5,-0.8123,-0.1341,0.27,0.4518,-1.553,0.58,0.06115,-1.682,0.1905,,,
38,1.342,0.8716,55,0.3886,0.97705868,20,1.177,1.685,,,,34,0.7253,0.7059,14,0.05112,0.4524,0.6431,-2.346,0.5,-0.8123,-0.1341,0.27,0.3993,-1.349,0.58,0.06115,-1.682,0.1905,,,
31,1.464,0.808,54,0.3886,0.97705868,17,1.177,1.357,,,,34,0.7329,0.8636,15,0.05112,0.5203,0.6665,-2.51,0.5,-0.7778,-0.1138,0.27,0.3776,-1.225,0.58,-0.005709,-1.491,0.1889,,,
38,1.464,0.7601,44,0.3886,0.97705868,17,1.177,1.677,,,,37,0.7329,0.8608,18,-0.1909,0.5232,0.6233,-2.52,0.5,-0.7778,-0.1138,0.27,0.3776,-1.225,0.58,-0.0198,-1.251,0.187,,,
36,1.479,1.18,51,0.7267,0.570732173,18,0.9704,1.576,,,,35,0.7044,0.7044,13,-0.1909,0.5786,0.5559,-2.294,0.5,-0.7778,-0.1138,0.27,0.2783,-1.295,0.58,-0.0198,-1.251,0.187,,,
31,1.479,1.204,52,0.1991,0.863788315,21,1.243,1.93,,,,36,0.7044,0.7026,15,-0.1909,0.6271,0.6074,-2.369,0.5,-0.7778,-0.1138,0.27,0.2783,-1.295,0.58,0.007023,-1.156,0.1936,,,
32,1.479,0.9615,44,0.1577,0.316765071,20,1.181,1.426,,,,32,0.6631,0.9579,13,-0.2039,0.4689,0.5362,-2.336,0.5,-0.7173,-0.313,0.27,0.2073,-1.093,0.58,0.02239,-1.07,0.1916,,,
33,1.389,0.8014,49,0.1582,0.316765071,17,1.181,1.434,,,,33,0.6631,0.8984,18,-0.2039,0.6078,0.5362,-2.336,0.5,-0.7173,-0.313,0.27,0.2226,-1.211,0.58,-0.01148,-1.186,0.1855,,,
29,1.283,0.7871,39,0.1582,0.390462508,18,1.202,1.721,,,,29,0.5327,0.8166,14,-0.03583,0.6204,0.4754,-2.466,0.5,-0.7081,-0.2348,0.27,0.1735,-1.077,0.58,-0.05801,-0.9513,0.1849,,,
38,1.388,0.8106,46,0.1582,0.390462508,19,1.452,1.217,,,,27,0.5327,0.8666,17,-0.03583,0.5068,0.3813,-2.494,0.5,-0.7003,0.01272,0.27,0.185,-1.072,0.58,-0.05822,-0.8511,0.187,,,
32,1.388,1.236,51,0.1582,0.094051688,19,1.608,1.293,,,,34,0.5014,0.7399,16,-0.03491,0.5329,0.1651,-2.121,0.5,-0.7284,-0.05871,0.27,0.1312,-1.011,0.58,-0.06062,-0.9895,0.1845,,,
33,1.388,0.9967,47,0.1582,0.045116553,19,1.608,1.295,,,,35,0.4817,0.8999,21,-0.04417,0.458,0.1651,-2.121,0.5,-0.7421,-0.1653,0.27,0.1312,-1.011,0.58,-0.1231,-0.8005,0.1829,,,
35,1.388,1.11,56,0.1582,0.308942082,17,2.134,1.461,,,,32,0.4817,0.7007,16,0.05691,0.5238,-0.009213,-2.911,0.5,-0.7421,-0.1653,0.27,0.1303,-0.9774,0.58,-0.1231,-0.8005,0.1829,,,
34,1.424,1.299,45,0.1582,0.259216904,19,1.988,1.863,,,,27,0.4817,0.6994,15,0.08621,0.5283,0.04679,-3.064,0.5,-0.7564,-0.3404,0.27,0.1655,-1.079,0.58,-0.1742,-0.7493,0.1816,,,
30,1.424,1.123,43,0.1582,0.259216904,17,2.045,1.597,,,,24,0.4817,0.7133,18,0.06565,0.5279,0.06533,-3.069,0.5,-0.7676,-0.5301,0.27,0.08858,-1.14,0.58,0.42,-1.555,0.2021,,,
33,1.253,0.917,52,-0.4701,0.259216904,18,2.045,1.661,,,,28,0.4907,0.6719,19,0.04798,0.5786,0.1386,-3.194,0.5,-0.7676,-0.5301,0.27,0.09207,-1.058,0.58,0.4679,-1.645,0.2038,,,
36,1.468,0.8263,57,-0.4701,0.176817618,18,2.051,1.787,,,,30,0.4907,0.7664,15,0.08096,0.507,0.08537,-2.989,0.5,-0.7656,0.02678,0.27,0.1976,-0.9755,0.58,0.4332,-1.622,0.1989,,,
30,1.468,0.9291,56,-0.5456,0.380809668,20,2.135,1.874,,,,26,0.3622,0.6871,18,0.1471,0.4809,0.1838,-3.217,0.5,-0.7656,0.02678,0.27,0.1976,-0.9755,0.58,0.5094,-2.224,0.1916,,,
33,1.507,0.7267,64,-0.5456,0.088355777,17,2.103,1.855,,,,32,0.3622,0.8195,15,0.1471,0.5073,0.1814,-3.276,0.5,-0.7328,0.03616,0.27,0.168,-1.025,0.58,0.5088,-2.125,0.1946,,,
31,1.372,0.8828,68,0.1251,0.150230821,18,2.103,1.966,,,,27,0.4201,0.7692,11,0.1471,0.5453,0.2917,-3.288,0.5,-0.7629,0.2063,0.27,0.168,-1.025,0.58,0.7246,-3.13,0.1849,,,
32,1.372,0.6895,56,0.1251,0.426097179,17,1.71,1.987,,,,26,0.4201,0.8294,9,0.08387,0.5389,0.2096,-2.949,0.5,-0.7629,0.2063,0.27,0.16,-1.018,0.58,0.8053,-3.311,0.1885,,,
35,1.372,0.7433,62,0.1251,0.426097179,19,1.675,1.828,,,,29,0.4257,0.7961,8,0.08387,0.6055,0.2215,-3.012,0.5,-0.7308,0.1576,0.27,0.1207,-1.026,0.58,0.7997,-3.405,0.1827,,,
35,1.372,1.046,77,0.1251,0.426097179,21,1.675,1.719,,,,30,0.4257,0.6474,9,0.05449,0.4556,0.2458,-2.909,0.5,-0.729,0.308,0.27,0.1207,-1.026,0.58,0.8111,-3.329,0.1827,,,
38,1.383,0.8932,68,0.1251,0.387753108,22,1.675,1.84,,,,29,0.4257,0.6496,9,0.05449,0.4227,0.2683,-2.916,0.5,-0.773,0.2335,0.27,0.1207,-1.026,0.58,0.8111,-3.329,0.1827,,,
38,1.492,0.9312,74,-0.2866,0.387753108,23,1.709,1.622,,,,26,0.4776,0.646,9,0.05449,0.4198,0.2683,-2.916,0.5,-0.7335,0.1875,0.27,0.1583,-0.984,0.58,0.8111,-3.329,0.1827,,,
33,1.46,0.9739,67,-0.08444,0.106123682,23,1.544,1.396,,,,22,0.4776,0.6313,9,0.02566,0.4993,0.3259,-2.874,0.5,-0.7377,0.1113,0.27,0.1583,-0.984,0.58,0.8111,-3.329,0.1827,,,
40,1.46,1.196,59,-0.08444,0.297737625,22,1.409,0.9983,,,,29,0.493,0.7523,9,-0.02202,0.5606,0.2925,-4.463,0.5,-0.7078,0.06663,0.27,0.1812,-1.066,0.58,0.8111,-3.329,0.1827,,,
41,1.415,1.173,61,0.2226,0.211351611,26,1.431,1.902,,,,30,0.4567,0.5757,10,-0.01042,0.6354,0.3346,-4.555,0.5,-0.7078,0.06663,0.27,0.09167,-1.09,0.58,0.7391,-3.234,0.1803,,,
41,1.371,1.091,66,0.2226,0.211351611,27,1.273,1.968,,,,29,0.4567,0.6143,10,-0.04475,0.5732,-0.05302,-3.729,0.5,-0.6432,-0.5822,0.27,0.1637,-1.112,0.58,0.7421,-3.178,0.1844,,,
40,1.371,1.23,65,0.2226,0.015563526,22,1.273,1.486,,,,27,0.4637,0.8143,9,-0.01508,0.5784,-0.359,-2.665,0.5,-0.6432,-0.5822,0.27,0.1558,-1.052,0.58,0.7151,-3.025,0.1815,,,
45,1.336,1.276,66,0.1649,0.296853883,22,1.251,1.657,,,,24,0.4637,0.7211,11,0.07144,0.5977,-0.4148,-2.832,0.5,-0.6432,-0.5822,0.27,0.1558,-1.052,0.58,0.4537,-1.749,0.23,,,
46,1.33,1.513,56,0.3024,0.296853883,23,1.263,1.569,,,,21,0.4578,0.725,13,0.05471,0.5193,-0.1383,-2.807,0.5,-0.6432,-0.5822,0.27,0.1558,-1.052,0.58,0.4537,-1.749,0.23,,,
42,1.308,1.293,60,-0.7125,0.263330773,26,1.111,1.16,,,,28,0.4578,0.6706,14,0.06341,0.7483,-0.1383,-2.739,0.5,-0.6294,-0.5705,0.27,0.2415,-1.101,0.58,0.4698,-1.923,0.2282,,,
39,1.394,1.285,55,-0.7125,0.263330773,21,1.177,1.108,,,,25,0.5742,0.5814,13,0.07284,0.727,-0.08768,-2.544,0.5,-0.6535,-0.3335,0.27,0.2765,-1.091,0.58,0.5716,-2.059,0.2353,,,
39,1.394,0.9274,56,-0.7125,0.274786568,19,1.117,1.409,,,,26,0.5981,0.7853,13,0.09622,0.5571,0.04558,-2.485,0.5,-0.6374,-0.1917,0.27,0.2765,-1.091,0.58,0.5716,-2.059,0.2353,,,
35,1.183,0.9615,67,-0.7125,0.187866943,21,1.117,1.697,,,,27,0.5081,0.7012,10,0.09622,0.4947,0.06963,-2.528,0.5,-0.6123,-0.2898,0.27,0.3473,-1.093,0.58,0.5717,-1.98,0.2323,,,
38,1.183,0.9617,59,-0.7125,0.350179901,18,1.117,1.658,,,,28,0.5081,0.602,12,0.09622,0.5101,0.08089,-2.477,0.5,-0.6554,-0.3374,0.27,0.3797,-1.068,0.58,0.6098,-1.974,0.2372,,,
36,1.042,1.062,62,-0.7125,0.100125238,18,1.117,1.599,,,,30,0.6413,0.6842,12,0.1223,0.5952,0.04695,-2.59,0.5,-0.6593,-0.4618,0.27,0.4285,-1.135,0.58,0.584,-1.94,0.2464,,,
36,1.042,1.24,79,-0.7125,0.100125238,19,1.09,1.774,,,,30,0.6413,0.7276,10,0.1532,0.641,-0.03433,-2.529,0.5,-0.6746,-0.4063,0.27,0.4203,-0.9718,0.58,0.584,-1.94,0.2464,,,
31,1.056,1.216,82,-0.7125,0.100125238,19,1.13,1.748,,,,27,0.6413,0.7247,10,0.09333,0.7046,0.001246,-2.238,0.5,-0.6902,-0.4241,0.27,0.4203,-0.9718,0.58,0.6615,-2.042,0.2475,,,
32,1.056,1.284,72,-0.2564,0.101926068,23,1.4,1.848,,,,24,0.3957,0.7605,12,0.09333,0.7234,0.06125,-2.131,0.5,-0.677,-0.4225,0.27,0.4203,-0.9718,0.58,0.5584,-1.772,0.2268,,,
40,1.056,1.237,79,0.5801,0.421197214,20,1.422,1.094,,,,32,0.3957,0.6908,10,0.01718,0.6975,-0.02181,-2.037,0.5,-0.6519,-0.618,0.27,0.4203,-0.9718,0.58,0.5548,-1.743,0.2383,,,
36,1.083,0.8807,80,0.5801,0.447986745,20,1.478,1.273,,,,28,0.3985,0.8805,10,0.04929,0.6037,-0.02181,-2.037,0.5,-0.6519,-0.618,0.27,0.4203,-0.9718,0.58,0.4049,-0.4118,0.2346,,,
30,1.126,1.056,96,0.5801,0.660588331,17,1.409,1.204,,,,24,0.4877,0.8466,8,0.104,0.9361,0.09404,-2.022,0.5,-0.6519,-0.618,0.27,0.3912,-0.9164,0.58,0.4917,-0.309,0.2318,,,
33,1.273,0.8257,100,0.5801,0.437778281,18,1.174,1.071,,,,30,0.4877,0.8479,9,0.104,0.9293,0.08247,-2.005,0.5,-0.6952,-0.7855,0.27,0.3913,-0.8585,0.58,0.5122,-0.4931,0.2267,,,
35,1.273,1.113,90,0.5416,0.437778281,17,0.94,1.078,,,,28,0.4404,0.8759,12,0.1566,0.781,0.0748,-2.253,0.5,-0.6952,-0.7855,0.27,0.3913,-0.8585,0.58,0.4709,-0.341,0.227,,,
36,1.407,1.078,79,0.5416,0.473309972,17,1.091,0.9455,,,,27,0.4404,0.8503,12,0.109,0.7816,0.1368,-2.26,0.5,-0.7092,-0.7286,0.27,0.4187,-0.9855,0.58,0.5101,-0.4726,0.2303,,,
29,1.417,1.149,72,0.7252,0.268866441,17,1.126,1.409,,,,28,0.4404,0.9104,10,0.2445,0.6797,0.1368,-2.26,0.5,-0.7104,-0.672,0.27,0.4187,-0.9855,0.58,0.4265,-0.409,0.2279,,,
31,1.417,1.217,77,0.7252,0.127592754,19,0.9956,1.277,,,,22,0.4404,0.7943,11,0.2121,0.5903,0.0827,-2.169,0.5,-0.6799,-0.8864,0.27,0.4482,-1.029,0.58,0.4265,-0.409,0.2279,,,
37,1.362,1.006,76,0.4299,0.127592754,19,0.9956,1.077,,,,23,0.4404,0.632,10,0.2832,0.6203,0.0827,-2.169,0.5,-0.6604,-1.09,0.27,0.4457,-1.182,0.58,0.8856,-1.316,0.225,,,
36,1.298,1.53,71,-0.3649,0.165431163,19,1.014,1.06,,,,26,0.4404,0.9125,11,0.3057,0.5286,0.1151,-2.334,0.5,-0.6604,-1.09,0.27,0.4847,-1.169,0.58,0.8223,-1.327,0.2157,,,
33,1.314,1.388,76,-0.3649,0.165431163,23,1.096,0.9874,,,,26,0.4404,0.8096,12,0.3817,0.7649,0.1332,-2.481,0.5,-0.6604,-1.09,0.27,0.4847,-1.169,0.58,0.788,-1.274,0.2183,,,
29,1.314,1.361,56,-0.05636,0.074941702,23,1.093,1.162,,,,25,0.4774,0.9155,10,0.3817,0.6,0.217,-2.633,0.5,-0.6761,-0.8824,0.27,0.4104,-1.068,0.58,0.8205,-1.256,0.2216,,,
33,1.314,1.275,56,-0.05636,0.158104109,24,1.093,1.006,,,,24,0.4769,0.7442,9,0.3413,0.5245,0.217,-2.633,0.5,-0.6273,-0.9247,0.27,0.4104,-1.068,0.58,0.7942,-1.398,0.2242,,,
28,1.254,1.139,52,-0.05636,0.544673134,29,1.107,0.7879,,,,28,0.4769,0.9924,12,0.4145,0.7272,0.217,-2.633,0.5,-0.6273,-0.9247,0.27,0.4104,-1.068,0.58,0.7863,-1.22,0.2276,,,
32,1.34,0.9744,52,-0.05636,0.544673134,24,1.235,0.8478,,,,24,0.426,0.8329,11,0.4145,0.5377,0.1673,-2.559,0.5,-0.6189,-0.741,0.27,0.4104,-1.068,0.58,0.7842,-1.317,0.2262,,,
30,1.34,1.044,65,0.1591,0.525000317,26,1.243,0.9208,,,,26,0.426,0.821,11,0.3604,0.569,0.1212,-2.734,0.5,-0.6189,-0.741,0.27,0.4707,-1.049,0.58,0.4857,-2.276,0.2273,,,
28,1.263,0.9903,68,0.1591,0.595007003,23,1.243,1.372,,,,23,0.4217,0.7439,15,0.3604,0.5307,0.1341,-2.821,0.5,-0.6189,-0.741,0.27,0.4707,-1.049,0.58,0.5474,-2.299,0.2305,,,
33,1.292,1.021,63,0.387,0.527750332,25,1.292,1.645,,,,28,0.4339,0.8078,14,0.2401,0.5807,0.07506,-2.747,0.5,-0.618,-0.9065,0.27,0.3189,-1.351,0.58,0.495,-2.237,0.2263,,,
34,1.291,1.13,65,0.387,0.687837898,24,1.292,1.249,,,,30,0.3654,0.7882,13,0.1509,0.657,0.07506,-2.747,0.5,-0.618,-0.9065,0.27,0.2532,-1.272,0.58,0.495,-2.237,0.2263,,,
35,1.291,1.196,66,1.103,0.660339034,21,1.308,1.47,,,,32,0.3654,0.7756,14,0.1509,0.7044,0.06117,-2.532,0.5,-0.6009,-1.026,0.27,0.2364,-1.163,0.58,0.5991,-2.36,0.2281,,,
38,1.172,1.201,54,1.128,0.610516186,21,1.289,1.677,,,,33,0.3654,0.6677,14,0.1315,0.6319,0.06117,-2.532,0.5,-0.6208,-1.252,0.27,0.3285,-1.209,0.58,0.9593,-2.738,0.1865,,,
33,1.266,0.786,47,1.36,0.196710895,24,1.522,1.39,,,,32,0.3654,0.695,14,0.1315,0.6085,0.07334,-2.593,0.5,-0.6208,-1.252,0.27,0.3285,-1.209,0.58,0.9968,-2.881,0.1913,,,
36,1.292,0.964,61,1.36,0.469945097,22,1.522,1.34,,,,27,0.3732,0.7207,18,0.07974,0.57,0.06409,-2.592,0.5,-0.6208,-1.252,0.27,0.3043,-1.272,0.58,0.757,-1.192,0.2032,,,
27,1.292,1.029,53,1.36,0.469945097,22,1.5,1.663,,,,27,0.392,0.7522,18,0.08956,0.5332,0.06409,-2.592,0.5,-0.6113,-1.38,0.27,0.1685,-1.097,0.58,0.7653,-1.137,0.2102,,,
27,1.213,0.8134,53,1.36,1.048327627,19,1.5,1.965,,,,31,0.392,0.68,14,0.1373,0.4447,0.05955,-2.42,0.5,-0.7141,-0.9724,0.27,0.1685,-1.097,0.58,0.4996,-0.8926,0.1961,,,
30,1.213,0.8489,52,0.1588,0.799618417,23,1.5,1.373,,,,29,0.392,0.694,14,0.1842,0.4647,0.05955,-2.42,0.5,-0.7292,-0.839,0.27,0.1685,-1.097,0.58,0.585,-1.187,0.1882,,,
26,1.194,0.9654,57,0.1588,0.646543672,20,1.204,1.509,,,,24,0.392,0.6492,17,0.2114,0.4738,-0.009331,-2.619,0.5,-0.7292,-0.839,0.27,0.1647,-1.117,0.58,0.51,-0.9043,0.1801,,,
30,1.168,1.103,63,1.639,0.420531426,23,1.18,1.111,,,,25,0.3724,0.8219,11,0.2114,0.4931,-0.04953,-2.507,0.5,-0.7292,-0.839,0.27,0.1526,-1.237,0.58,0.51,-0.9043,0.1801,,,
32,1.168,1.092,64,1.522,0.420531426,22,1.003,1.546,,,,25,0.2871,0.6446,16,0.1794,0.8159,0.05582,-2.344,0.5,-0.7181,-0.9182,0.27,0.1655,-1.18,0.58,0.51,-0.9043,0.1801,,,
30,1.168,0.9023,56,1.522,0.710953771,22,1.003,1.82,,,,21,0.2871,0.7679,17,0.1808,0.7643,0.05582,-2.344,0.5,-0.7181,-0.9182,0.27,0.1655,-1.18,0.58,0.5077,-0.783,0.1853,,,
31,1.168,0.9504,70,1.522,0.357372502,23,1.436,1.925,,,,26,0.2871,0.9879,10,0.1808,0.6619,0.05582,-2.344,0.5,-0.6871,-0.9659,0.27,0.1709,-1.228,0.58,0.5077,-0.783,0.1853,,,
36,1.191,0.698,56,1.522,0.374060282,21,1.494,1.352,,,,26,0.3173,0.6703,11,0.1808,0.6784,0.05582,-2.344,0.5,-0.6871,-0.9659,0.27,0.2319,-1.253,0.58,0.4759,-0.8605,0.1863,,,
42,1.2,0.839,62,1.522,0.167692627,18,1.6,1.413,,,,27,0.3173,0.8581,13,0.08741,0.6981,0.05582,-2.344,0.5,-0.6795,-1.031,0.27,0.2459,-1.235,0.58,0.4759,-0.8605,0.1863,,,
41,1.214,0.8646,68,1.449,0.167692627,21,1.6,1.116,,,,25,0.4779,0.6224,12,0.04137,0.7454,-0.3983,-2.349,0.5,-0.6795,-1.031,0.27,0.276,-1.281,0.58,0.5097,-0.9566,0.193,,,
38,1.214,0.8525,55,1.449,0.190074546,16,1.53,1.216,,,,25,0.4779,0.6067,14,0.03969,0.8461,-0.4466,-2.279,0.5,-0.6257,-0.9104,0.27,0.276,-1.281,0.58,0.5097,-0.9566,0.193,,,
33,1.186,1.051,65,1.449,0.190074546,17,1.464,1.146,,,,26,0.4779,0.8779,17,0.03969,0.8883,-0.3498,-2.139,0.5,-0.6485,-0.8914,0.27,0.276,-1.281,0.58,0.5072,-0.9963,0.1953,,,
36,1.19,1.129,61,1.449,0.190074546,20,1.579,1.107,,,,25,0.5015,0.7628,18,0.09748,0.4985,-0.4644,-2.181,0.5,-0.6485,-0.8914,0.27,0.2751,-1.182,0.58,0.5469,-1.131,0.1927,,,
31,1.261,1.257,61,1.449,0.190074546,20,1.499,1.369,,,,29,0.5548,0.7213,15,0.09748,0.5934,-0.2919,-2.746,0.5,-0.6377,-1.099,0.27,0.2745,-1.334,0.58,0.5558,-1.162,0.1894,,,
34,1.197,1.537,74,1.106,0.197324193,20,1.32,1.093,,,,29,0.5548,0.5536,14,-0.03465,0.6343,-0.2197,-2.497,0.5,-0.6191,-1.148,0.27,0.268,-1.322,0.58,0.578,-0.8742,0.1971,,,
30,1.197,1.317,67,1.093,0.11680224,23,1.496,1.395,,,,31,0.5541,0.5136,12,-0.03879,0.6172,-0.3543,-2.351,0.5,-0.6772,-1.083,0.27,0.2441,-1.26,0.58,0.6146,-1.147,0.1934,,,
41,1.206,1.217,65,1.164,0.108007515,21,1.496,1.316,,,,25,0.5541,0.7321,13,-0.01355,0.6181,-0.2661,-2.204,0.5,-0.6772,-1.083,0.27,0.2156,-1.288,0.58,0.6043,-1.165,0.2014,,,
33,1.343,1.329,69,1.164,0.108007515,21,1.413,1.541,,,,26,0.6852,0.6183,12,0.04209,0.6427,-0.2695,-2.166,0.5,-0.6772,-1.083,0.27,0.2319,-1.208,0.58,0.5794,-1.01,0.2073,,,
37,1.389,1.517,64,0.8705,0.084261082,27,1.223,1.428,,,,24,0.5873,0.6195,11,0.1129,0.5224,-0.2695,-2.166,0.5,-0.6974,-0.8926,0.27,0.1525,-1.029,0.58,0.5706,-0.939,0.208,,,
31,1.33,1.116,59,0.8705,0.344956055,24,1.088,1.434,,,,21,0.5639,0.5746,13,0.1129,0.6524,-0.2723,-2.183,0.5,-0.6878,-1.017,0.27,0.1696,-1.056,0.58,0.5563,-0.8838,0.2213,,,
31,1.311,1.484,73,0.8705,0.474663253,21,1.088,1.274,,,,27,0.5639,0.6124,12,0.1129,0.6316,-0.2723,-2.183,0.5,-0.6983,-0.6505,0.27,0.09898,-1.018,0.58,0.5854,-1.054,0.224,,,
32,1.411,1.124,67,0.8705,0.385203963,20,1.068,1.34,,,,24,0.5639,0.6298,15,0.1119,0.7173,-0.2314,-2.431,0.5,-0.706,-0.7101,0.27,0.09898,-1.018,0.58,0.5569,-1.056,0.2213,,,
37,1.379,1.122,63,0.8705,0.21093623,20,1.057,1.28,,,,29,0.5702,0.6575,13,0.07127,0.539,-0.238,-2.367,0.5,-0.7467,-0.7991,0.27,-0.02032,-0.9549,0.58,0.5553,-1.251,0.2143,,,
37,1.423,0.8815,64,0.8705,0.885163444,23,1.139,1.629,,,,28,0.5702,0.7013,14,0.07127,0.5591,-0.238,-2.367,0.5,-0.7496,-0.7456,0.27,0.0468,-0.8663,0.58,0.5553,-1.251,0.2143,,,
41,1.348,1.096,45,1.341,0.885163444,20,1.069,0.9704,,,,26,0.6445,0.6251,13,0.07127,0.7193,-0.238,-2.367,0.5,-0.7439,-0.6634,0.27,0.0468,-0.8663,0.58,0.5122,-1.261,0.2176,,,
46,1.379,1.028,51,1.341,0.574867553,23,1.097,1.13,,,,27,0.6445,0.7135,12,0.06362,0.6491,-0.238,-2.367,0.5,-0.7439,-0.6634,0.27,0.07718,-0.8827,0.58,0.4517,-1.093,0.2098,,,
44,1.398,1.158,48,1.341,0.077557128,22,1.057,1.547,,,,21,0.6445,0.6486,15,-0.01866,0.6415,-0.1721,-2.218,0.5,-0.765,-0.3328,0.27,0.07718,-0.8827,0.58,0.464,-1.254,0.2082,,,
41,1.429,0.8572,47,0.4469,0.077557128,22,1.076,1.457,,,,20,0.5619,0.7028,17,-0.01866,0.7126,-0.1721,-2.218,0.5,-0.7871,-0.1567,0.27,0.1283,-0.9599,0.58,0.3981,-0.9384,0.2163,,,
35,1.485,0.806,54,-0.2531,0.418525625,22,0.9444,1.862,,,,25,0.5619,0.6756,17,-0.006124,0.6914,-0.09898,-2.593,0.5,-0.7783,-0.02117,0.27,0.1233,-1.083,0.58,0.4793,-1.023,0.2194,,,
33,1.485,1.016,48,0.515,0.444553544,23,0.9152,1.98,,,,27,0.6414,0.6368,13,-0.006124,0.6128,-0.09898,-2.593,0.5,-0.7783,-0.02117,0.27,0.2231,-1.126,0.58,0.4793,-1.023,0.2194,,,
32,1.485,0.8193,47,0.515,0.716769456,25,1.171,1.958,,,,25,0.7032,0.5764,17,-0.01452,0.6286,-0.09898,-2.593,0.5,-0.7783,-0.02117,0.27,0.2231,-1.126,0.58,0.4793,-1.023,0.2194,,,
33,1.497,0.7397,57,0.3991,0.716769456,21,1.154,1.912,,,,27,0.7325,0.6318,12,-0.01452,0.5176,-0.09898,-2.593,0.5,-0.7948,-0.2418,0.27,0.2231,-1.126,0.58,0.405,-0.9249,0.2212,,,
30,1.497,0.9837,76,0.3991,0.646047338,21,1.154,1.922,,,,24,0.5956,0.5889,17,-0.01452,0.5349,-0.1843,-2.678,0.5,-0.8121,-0.1494,0.27,0.355,-1.108,0.58,0.405,-0.9249,0.2212,,,
29,1.497,0.9911,65,0.3991,0.646047338,21,1.119,1.937,,,,30,0.5956,0.5712,12,-0.01452,0.5437,-0.2062,-2.536,0.5,-0.8363,-0.872,0.27,0.355,-1.108,0.58,0.422,-0.9584,0.2234,,,
